SaleId,CustomerId,Flower,Quantity,TotalSale,SaleDate,StoreId
226,610,Daisy,3,13,2023-03-12,25
227,86,Rose,4,62,2023-09-14,7
228,120,Daisy,5,17,2023-10-01,24
229,775,Tulip,16,47,2023-07-11,22
230,846,Lily,14,23,2023-09-24,16
231,720,Sunflower,14,39,2024-02-24,20
232,417,Orchid,17,40,2023-12-05,15
233,647,Carnation,20,94,2023-07-19,10
234,733,Carnation,20,87,2023-12-15,25
235,667,Sunflower,2,62,2024-02-16,13
236,470,Carnation,18,13,2023-11-10,25
237,584,Daisy,3,23,2023-07-30,23
238,371,Daisy,3,67,2023-11-05,2
239,71,Sunflower,6,12,2023-08-05,17
240,787,Orchid,3,98,2023-09-30,2
241,176,Sunflower,1,96,2023-07-27,5
242,926,Violet,6,71,2023-10-28,20
243,183,Lily,6,35,2023-06-17,13
244,868,Lily,9,35,2023-06-15,10
245,958,Daisy,15,6,2023-09-23,23
246,577,Peony,20,91,2023-11-08,9
247,854,Lily,4,63,2023-10-23,20
248,649,Lily,19,83,2024-01-06,3
249,189,Peony,12,27,2023-10-02,16
250,683,Sunflower,5,42,2023-05-12,11
251,859,Chrysanthemum,19,85,2024-03-06,5
252,813,Rose,2,60,2023-10-01,23
253,443,Peony,18,81,2023-03-28,11
254,533,Daisy,17,72,2023-05-17,19
255,425,Sunflower,4,12,2023-09-09,9
256,499,Violet,19,59,2024-01-20,19
257,732,Daisy,10,81,2023-11-05,20
258,793,Peony,19,80,2023-05-05,13
259,938,Rose,11,77,2023-11-21,12
260,870,Lily,15,9,2023-03-19,20
261,424,Tulip,2,94,2023-08-22,22
262,486,Rose,20,49,2023-07-23,12
263,849,Carnation,19,83,2023-05-15,11
264,497,Chrysanthemum,6,12,2024-02-02,12
265,243,Daisy,3,30,2023-03-21,8
266,629,Carnation,3,32,2023-09-16,6
267,968,Orchid,19,44,2023-08-13,11
268,408,Violet,14,8,2023-03-08,7
269,528,Tulip,7,89,2023-04-22,16
270,641,Daisy,5,99,2023-09-15,24
271,273,Chrysanthemum,11,71,2023-12-19,7
272,588,Peony,4,28,2023-07-28,8
273,261,Peony,3,27,2023-07-13,23
274,644,Rose,13,0,2023-03-29,24
275,180,Peony,20,34,2023-05-27,22
276,769,Daisy,7,15,2023-04-22,23
277,774,Carnation,18,94,2023-06-01,11
278,302,Peony,3,18,2023-12-19,1
279,68,Rose,4,4,2024-01-27,12
280,831,Chrysanthemum,7,55,2023-05-02,20
281,54,Rose,9,79,2023-04-16,17
282,592,Peony,10,29,2023-04-22,20
283,377,Rose,15,4,2023-07-28,10
284,487,Rose,5,7,2023-12-10,4
285,626,Chrysanthemum,9,37,2023-10-08,15
286,313,Rose,3,43,2023-07-28,7
287,648,Violet,17,84,2023-12-22,14
288,374,Sunflower,8,63,2024-02-13,3
289,370,Orchid,17,39,2023-09-24,25
290,979,Carnation,3,10,2023-11-17,2
291,644,Sunflower,10,53,2023-03-17,20
292,189,Chrysanthemum,2,30,2023-10-16,21
293,280,Chrysanthemum,1,75,2023-06-06,12
294,350,Violet,19,22,2023-03-20,19
295,68,Orchid,18,61,2023-12-05,16
296,85,Lily,20,65,2023-05-13,10
297,231,Rose,16,37,2023-10-14,11
298,455,Daisy,8,20,2023-04-17,14
299,28,Sunflower,19,35,2023-10-26,1
300,167,Rose,17,35,2023-03-26,5
301,802,Tulip,13,50,2024-01-23,4
302,86,Daisy,1,22,2024-01-25,20
303,613,Peony,6,58,2023-05-13,21
304,957,Lily,4,43,2023-07-28,4
305,795,Orchid,5,77,2024-02-18,18
306,23,Rose,11,66,2023-09-13,12
307,560,Tulip,10,47,2023-04-24,23
308,162,Peony,3,4,2023-11-28,1
309,503,Peony,17,28,2024-02-21,18
310,290,Carnation,16,89,2024-02-29,2
311,623,Tulip,10,24,2023-05-01,24
312,571,Carnation,10,19,2023-06-06,6
313,530,Carnation,2,20,2023-08-30,20
314,917,Rose,1,23,2023-03-18,8
315,922,Lily,8,19,2023-11-01,5
316,76,Peony,14,43,2023-07-07,21
317,867,Rose,2,94,2023-06-30,18
318,363,Sunflower,18,21,2023-09-01,11
319,548,Carnation,9,94,2023-04-15,7
320,590,Carnation,13,65,2024-01-06,2
321,354,Peony,14,22,2023-09-06,8
322,22,Rose,4,50,2023-08-13,13
323,156,Sunflower,4,81,2023-12-09,17
324,100,Sunflower,12,29,2023-10-20,21
325,993,Peony,20,47,2023-10-30,17
326,890,Lily,1,46,2023-04-13,14
327,22,Carnation,9,66,2023-10-18,15
328,237,Carnation,20,49,2023-03-10,13
329,813,Peony,17,83,2023-12-22,7
330,595,Tulip,2,49,2024-01-08,13
331,141,Carnation,1,29,2023-08-20,18
332,886,Sunflower,9,83,2023-11-06,9
333,945,Lily,12,53,2023-10-15,7
334,533,Daisy,5,66,2024-02-07,17
335,20,Daisy,7,13,2024-01-23,1
336,117,Rose,5,81,2023-10-08,2
337,851,Carnation,5,37,2023-08-20,12
338,230,Chrysanthemum,3,86,2023-04-01,2
339,815,Chrysanthemum,17,86,2023-04-13,21
340,580,Sunflower,6,31,2023-05-29,23
341,118,Daisy,3,24,2024-03-01,13
342,215,Sunflower,6,51,2023-07-23,4
343,907,Carnation,17,80,2023-05-04,11
344,418,Chrysanthemum,18,48,2023-10-20,23
345,880,Lily,13,14,2023-06-06,1
346,915,Sunflower,5,7,2023-07-17,6
347,569,Carnation,20,76,2023-08-17,2
348,890,Violet,1,2,2023-12-30,25
349,673,Rose,9,80,2023-12-11,7
350,901,Daisy,11,46,2023-04-30,1
351,701,Orchid,10,81,2024-02-09,9
352,610,Orchid,15,70,2023-06-25,9
353,802,Lily,16,31,2023-12-31,7
354,237,Chrysanthemum,1,69,2023-11-04,22
355,537,Sunflower,3,4,2024-02-10,11
356,575,Orchid,8,96,2024-01-02,22
357,267,Orchid,5,65,2024-01-17,8
358,615,Chrysanthemum,9,43,2023-07-06,2
359,32,Tulip,4,78,2023-07-23,21
360,694,Violet,16,16,2024-01-04,18
361,759,Lily,20,95,2023-08-14,15
362,189,Rose,3,67,2023-10-31,16
363,892,Orchid,7,62,2024-02-04,13
364,941,Orchid,18,95,2023-08-14,15
365,877,Orchid,11,61,2023-06-10,18
366,447,Daisy,10,90,2023-05-08,23
367,759,Daisy,12,58,2023-03-16,11
368,714,Rose,8,68,2023-09-02,5
369,271,Lily,14,53,2023-05-12,11
370,948,Lily,15,28,2023-04-18,3
371,710,Orchid,1,57,2023-09-30,6
372,577,Lily,5,69,2023-08-22,10
373,435,Chrysanthemum,3,53,2023-11-03,24
374,429,Lily,8,84,2024-02-13,11
375,413,Tulip,5,40,2023-07-31,14
376,182,Lily,15,74,2024-01-23,11
377,606,Violet,11,39,2023-08-06,20
378,805,Peony,13,79,2023-07-29,19
379,159,Lily,18,4,2023-12-03,6
380,30,Violet,17,54,2023-09-27,8
381,943,Lily,7,61,2023-05-18,12
382,962,Orchid,17,98,2023-05-09,10
383,509,Violet,19,8,2023-06-01,20
384,689,Daisy,4,27,2023-12-25,16
385,572,Violet,9,2,2024-01-05,2
386,307,Lily,9,52,2023-12-03,1
387,520,Rose,12,86,2023-08-06,13
388,875,Peony,8,78,2024-02-04,13
389,6,Tulip,10,14,2023-07-22,7
390,110,Tulip,9,0,2024-01-09,14
391,161,Tulip,10,98,2024-02-16,9
392,626,Lily,14,22,2023-06-26,19
393,858,Tulip,16,85,2024-01-31,23
394,768,Rose,13,42,2023-05-07,19
395,794,Chrysanthemum,2,37,2023-10-05,11
396,581,Carnation,20,26,2023-12-24,22
397,270,Orchid,12,33,2024-01-26,21
398,995,Tulip,15,22,2023-06-29,14
399,814,Peony,1,54,2023-08-10,8
400,857,Orchid,6,30,2023-07-07,11
401,541,Sunflower,9,39,2024-02-09,25
402,592,Peony,19,61,2023-03-14,15
403,851,Tulip,19,67,2023-04-22,2
404,589,Rose,12,83,2023-03-16,2
405,630,Daisy,5,89,2023-05-05,15
406,172,Lily,12,88,2023-04-23,4
407,357,Orchid,13,94,2023-03-16,22
408,466,Peony,8,9,2023-04-06,22
409,632,Tulip,3,5,2023-11-12,23
410,725,Sunflower,14,67,2024-02-27,15
411,614,Orchid,6,3,2024-01-01,15
412,722,Peony,1,98,2023-08-01,16
413,248,Sunflower,19,62,2023-05-02,5
414,568,Daisy,17,58,2024-02-02,2
415,456,Violet,11,86,2023-10-11,24
416,994,Orchid,15,92,2024-01-09,2
417,741,Chrysanthemum,17,89,2023-08-27,9
418,992,Sunflower,17,63,2023-12-06,23
419,51,Violet,12,36,2023-11-09,9
420,387,Carnation,8,82,2023-09-16,22
421,624,Violet,11,88,2023-12-27,18
422,581,Sunflower,10,17,2023-07-13,20
423,228,Tulip,16,12,2023-09-10,19
424,837,Chrysanthemum,13,62,2023-05-16,17
425,199,Carnation,14,4,2024-02-27,2
426,623,Chrysanthemum,6,81,2024-02-23,15
427,493,Daisy,17,5,2023-06-23,14
428,439,Lily,1,10,2023-07-17,6
429,830,Sunflower,5,55,2023-10-24,21
430,624,Violet,15,85,2023-04-27,14
431,573,Tulip,2,22,2023-08-03,11
432,969,Sunflower,14,29,2024-01-13,11
433,813,Carnation,17,86,2023-10-27,3
434,164,Tulip,1,76,2023-06-28,7
435,982,Tulip,11,88,2023-05-23,24
436,965,Peony,9,25,2023-08-15,6
437,826,Rose,7,52,2023-12-21,2
438,579,Tulip,12,88,2023-03-28,14
439,410,Lily,4,32,2023-07-02,25
440,443,Daisy,12,58,2023-06-13,23
441,963,Orchid,10,33,2024-02-10,8
442,259,Tulip,15,28,2023-04-06,7
443,888,Orchid,13,48,2023-07-30,21
444,49,Daisy,19,22,2024-02-11,2
445,215,Violet,15,10,2024-01-15,8
446,931,Carnation,2,81,2024-02-18,13
447,474,Violet,4,5,2024-03-04,18
448,88,Peony,19,84,2023-12-14,7
449,814,Chrysanthemum,1,21,2024-02-16,6
450,586,Sunflower,7,14,2023-08-24,7
451,271,Carnation,15,73,2023-03-24,6
452,137,Lily,17,44,2023-09-14,25
453,243,Violet,16,60,2023-07-15,17
454,366,Rose,3,39,2023-06-29,20
455,757,Chrysanthemum,4,31,2023-12-03,19
456,402,Chrysanthemum,12,97,2023-10-24,12
457,653,Sunflower,3,63,2023-06-15,24
458,899,Orchid,18,70,2023-07-12,21
459,640,Tulip,5,24,2023-11-21,15
460,990,Rose,14,77,2024-01-14,2
461,971,Peony,15,71,2023-05-07,9
462,517,Chrysanthemum,4,45,2024-01-13,13
463,23,Rose,17,12,2023-07-27,16
464,145,Violet,6,49,2023-05-08,17
465,328,Lily,1,78,2023-11-05,18
466,464,Lily,4,74,2024-02-03,5
467,713,Chrysanthemum,1,39,2023-03-24,22
468,292,Peony,19,65,2023-08-11,11
469,49,Tulip,19,67,2023-09-11,4
470,812,Tulip,9,67,2023-11-01,22
471,15,Orchid,9,73,2024-02-01,5
472,276,Sunflower,14,75,2024-02-28,3
473,533,Rose,12,44,2023-11-14,18
474,730,Lily,2,71,2024-01-30,8
475,681,Lily,13,92,2023-08-01,13
476,481,Orchid,2,10,2023-04-04,11
477,934,Tulip,8,83,2023-06-03,25
478,695,Orchid,2,44,2023-03-14,18
479,606,Orchid,8,9,2024-01-25,25
480,3,Sunflower,1,65,2023-05-17,17
481,72,Daisy,19,3,2023-12-02,8
482,828,Chrysanthemum,13,21,2023-07-14,23
483,556,Daisy,7,19,2023-04-06,24
484,693,Lily,15,2,2023-05-03,4
485,403,Rose,6,1,2023-09-01,16
486,147,Violet,13,40,2023-06-05,16
487,583,Daisy,17,59,2023-08-25,14
488,668,Daisy,5,4,2023-08-23,12
489,248,Daisy,13,25,2023-11-10,3
490,126,Carnation,5,29,2023-08-14,1
491,693,Rose,13,29,2023-05-29,17
492,978,Tulip,19,7,2023-09-13,24
493,514,Orchid,5,51,2023-04-12,19
494,507,Lily,7,59,2023-11-12,14
495,578,Orchid,4,74,2023-11-11,1
496,267,Orchid,18,25,2024-02-14,12
497,178,Orchid,5,96,2023-10-05,3
498,826,Carnation,19,39,2023-09-24,6
499,832,Daisy,18,59,2023-03-21,13
500,133,Daisy,17,62,2023-07-19,18
501,544,Chrysanthemum,13,19,2023-12-11,20
502,963,Carnation,18,8,2023-05-06,20
503,487,Lily,17,68,2023-09-03,22
504,688,Violet,15,32,2024-02-09,24
505,621,Tulip,16,58,2023-03-21,5
506,219,Sunflower,19,83,2023-05-27,8
507,957,Lily,2,36,2023-06-26,21
508,516,Chrysanthemum,19,25,2023-07-21,13
509,421,Chrysanthemum,1,55,2023-09-17,18
510,137,Rose,2,30,2023-08-19,4
511,661,Violet,11,72,2023-09-29,25
512,271,Carnation,12,62,2024-01-09,7
513,734,Tulip,8,84,2023-05-03,2
514,672,Peony,11,63,2023-04-25,21
515,488,Violet,20,59,2023-10-13,6
516,946,Tulip,12,32,2024-01-28,2
517,447,Sunflower,4,96,2024-01-03,23
518,214,Chrysanthemum,1,55,2023-10-21,10
519,553,Lily,14,51,2023-06-09,14
520,902,Tulip,17,81,2023-08-06,8
521,293,Daisy,8,69,2023-11-21,21
522,944,Carnation,13,83,2023-03-11,4
523,682,Rose,16,31,2023-04-17,1
524,857,Tulip,13,31,2023-11-14,21
525,952,Peony,10,75,2024-01-10,18
526,9,Lily,18,83,2023-05-03,5
527,194,Tulip,18,40,2023-04-27,5
528,356,Orchid,10,49,2023-12-28,2
529,65,Orchid,18,35,2023-11-10,20
530,413,Orchid,2,11,2024-03-02,3
531,525,Carnation,2,33,2023-06-19,4
532,220,Daisy,7,50,2023-04-08,7
533,347,Violet,10,76,2023-11-05,21
534,446,Chrysanthemum,20,81,2023-06-04,23
535,689,Chrysanthemum,19,7,2023-05-13,1
536,513,Daisy,8,6,2023-09-07,4
537,9,Violet,14,64,2023-11-17,15
538,183,Rose,13,89,2023-09-05,25
539,369,Peony,6,17,2023-11-12,20
540,478,Carnation,18,75,2023-07-14,8
541,77,Peony,10,34,2024-01-30,16
542,624,Violet,12,81,2023-08-17,24
543,292,Daisy,16,75,2023-10-29,14
544,643,Violet,6,21,2023-06-25,20
545,295,Rose,2,43,2023-04-17,3
546,838,Chrysanthemum,14,49,2023-12-13,19
547,501,Tulip,5,22,2023-03-13,10
548,865,Rose,7,67,2023-08-19,14
549,247,Rose,20,70,2023-11-20,15
550,934,Violet,11,2,2023-07-22,17
551,94,Lily,1,3,2023-07-01,22
552,656,Rose,19,29,2023-05-20,9
553,181,Peony,19,1,2024-01-05,15
554,520,Carnation,14,76,2023-04-10,21
555,535,Lily,17,79,2023-11-03,5
556,890,Violet,13,59,2023-09-29,2
557,4,Tulip,12,59,2024-02-18,21
558,510,Violet,11,17,2023-08-01,9
559,679,Lily,14,42,2023-12-12,25
560,506,Carnation,8,26,2023-04-13,9
561,188,Carnation,14,38,2023-12-06,21
562,266,Daisy,17,34,2023-09-04,21
563,660,Violet,11,73,2023-10-16,5
564,715,Sunflower,1,6,2023-05-30,10
565,146,Daisy,4,21,2023-08-20,22
566,4,Tulip,20,73,2023-08-01,13
567,701,Orchid,5,39,2024-01-18,17
568,453,Tulip,1,3,2023-06-21,5
569,938,Tulip,14,3,2023-09-27,1
570,865,Sunflower,11,50,2024-01-17,9
571,818,Chrysanthemum,15,12,2023-03-13,17
572,973,Rose,9,38,2023-10-05,9
573,998,Tulip,11,77,2023-09-04,16
574,779,Lily,7,89,2023-03-20,20
575,71,Violet,18,2,2023-09-22,3
576,205,Tulip,13,46,2024-02-13,10
577,546,Lily,14,84,2023-07-10,17
578,726,Peony,19,8,2024-01-13,22
579,386,Orchid,16,48,2023-06-05,6
580,902,Carnation,13,14,2023-07-20,1
581,205,Rose,11,30,2023-06-06,15
582,612,Sunflower,14,58,2024-02-27,5
583,885,Carnation,5,6,2024-01-18,11
584,841,Daisy,11,67,2023-07-19,10
585,843,Carnation,5,74,2023-12-01,24
586,2,Carnation,6,47,2023-12-04,25
587,517,Peony,8,64,2024-02-24,20
588,833,Tulip,16,29,2023-11-04,24
589,73,Peony,5,19,2023-05-08,21
590,176,Peony,11,49,2023-07-21,3
591,340,Chrysanthemum,15,72,2023-07-20,23
592,97,Violet,4,47,2023-09-13,7
593,463,Violet,6,12,2023-03-27,24
594,349,Orchid,12,86,2023-09-30,15
595,357,Orchid,6,93,2023-11-16,4
596,528,Chrysanthemum,20,64,2023-05-03,4
597,671,Tulip,9,52,2023-12-02,15
598,395,Daisy,14,7,2023-11-21,5
599,919,Carnation,12,94,2023-06-10,24
600,852,Peony,12,54,2023-06-12,24
601,546,Lily,1,51,2023-05-08,5
602,848,Rose,9,95,2023-07-02,16
603,405,Sunflower,19,20,2023-06-08,20
604,207,Chrysanthemum,13,84,2023-10-16,19
605,370,Violet,15,0,2023-04-20,9
606,824,Violet,4,58,2023-08-24,22
607,662,Orchid,13,90,2023-12-15,15
608,973,Tulip,2,35,2023-05-12,11
609,952,Daisy,13,17,2023-04-07,8
610,674,Violet,8,83,2023-10-31,21
611,210,Carnation,3,9,2023-04-01,10
612,153,Chrysanthemum,1,4,2023-05-17,5
613,363,Tulip,19,2,2023-04-04,25
614,288,Chrysanthemum,13,10,2023-07-11,2
615,954,Violet,7,8,2023-08-28,24
616,641,Orchid,15,58,2023-03-26,4
617,643,Chrysanthemum,17,28,2023-07-01,6
618,972,Violet,10,14,2023-10-30,5
619,111,Sunflower,3,86,2023-06-17,11
620,360,Carnation,9,85,2023-10-24,2
621,141,Carnation,12,64,2023-05-14,22
622,509,Violet,16,54,2023-11-14,15
623,652,Daisy,5,55,2023-10-04,2
624,157,Peony,12,67,2023-09-09,8
625,612,Daisy,14,50,2024-01-01,18
626,528,Orchid,9,65,2023-05-19,3
627,626,Daisy,16,12,2023-12-16,25
628,732,Violet,10,47,2023-10-22,5
629,417,Daisy,19,77,2023-09-18,23
630,327,Sunflower,13,21,2024-03-03,5
631,328,Lily,19,73,2024-01-12,16
632,837,Daisy,11,34,2023-11-23,14
